age,work
87,ouvrier_agricole
60,sans_activite
28,enseignant
17,artisant
16,ecolier
55,agriculteur
87,ouvrier
60,ouvrier_batiment
2,conducteur
24,retraite
58,ouvrier_agricole
70,artisant
53,ecolier
70,commercant
26,enseignant
63,artisant
95,ecolier
48,sans_activite
22,ouvrier_batiment
26,conducteur
30,employe_prive
87,enseignant
55,commercant
49,ecolier
84,artisant
60,ouvrier
36,artisant
22,sans_activite
68,ouvrier_batiment
79,sans_activite
79,commercant
57,agriculteur
65,employe_prive
26,conducteur
57,conducteur
20,ouvrier
9,sans_activite
0,ouvrier
25,conducteur
94,agriculteur
56,ouvrier_batiment
60,artisant
11,conducteur
24,ecolier
80,agriculteur
76,ecolier
60,artisant
24,militaire
45,enseignant
75,ecolier
16,ecolier
57,conducteur
51,sans_activite
23,employe_prive
21,enseignant
18,artisant
75,artisant
51,ouvrier_agricole
4,employe_prive
30,ouvrier
1,ouvrier
76,ecolier
47,agriculteur
77,agriculteur
80,artisant
78,conducteur
52,sans_activite
22,ouvrier_batiment
26,enseignant
12,conducteur
53,militaire
28,agriculteur
66,enseignant
80,artisant
27,ecolier
67,ouvrier_agricole
79,ouvrier_agricole
91,enseignant
35,ouvrier_batiment
83,agriculteur
31,ouvrier_batiment
59,enseignant
84,agriculteur
4,ecolier
6,ouvrier_agricole
48,commercant
65,employe_prive
75,agriculteur
86,agriculteur
90,sans_activite
80,conducteur
21,artisant
0,enseignant
60,sans_activite
51,employe_prive
67,agriculteur
65,agriculteur
3,sans_activite
53,commercant
4,ouvrier_agricole
91,conducteur
41,retraite
18,militaire
87,commercant
23,retraite
23,sans_activite
20,agriculteur
90,sans_activite
24,commercant
55,retraite
30,ouvrier_batiment
62,commercant
9,conducteur
76,agriculteur
62,ouvrier_batiment
46,retraite
86,ouvrier_agricole
18,agriculteur
35,artisant
27,ouvrier_agricole
83,employe_prive
16,ouvrier
35,enseignant
80,employe_prive
79,commercant
67,ouvrier_agricole
93,ouvrier_agricole
31,enseignant
9,ecolier
60,commercant
76,enseignant
12,enseignant
56,employe_prive
32,retraite
17,commercant
80,commercant
79,ecolier
80,ouvrier_batiment
28,artisant
50,ouvrier_agricole
35,ouvrier
11,sans_activite
79,employe_prive
10,commercant
28,enseignant
37,sans_activite
96,conducteur
54,retraite
25,retraite
64,artisant
80,agriculteur
64,sans_activite
13,conducteur
59,retraite
30,ouvrier
53,ouvrier_batiment
75,artisant
17,militaire
65,artisant
50,artisant
67,employe_prive
92,commercant
70,employe_prive
10,conducteur
92,agriculteur
20,conducteur
87,ouvrier
17,ouvrier_batiment
19,agriculteur
25,enseignant
20,ouvrier_batiment
28,agriculteur
23,artisant
58,sans_activite
28,enseignant
90,sans_activite
17,retraite
29,ouvrier_agricole
72,enseignant
26,retraite
60,employe_prive
80,militaire
56,ecolier
66,sans_activite
35,ouvrier
59,agriculteur
19,ecolier
51,conducteur
59,conducteur
18,ouvrier_batiment
17,militaire
35,artisant
80,ecolier
53,ouvrier_batiment
91,ecolier
39,enseignant
58,enseignant
18,enseignant
20,ouvrier
10,ouvrier_agricole
79,ouvrier_batiment
21,retraite
22,sans_activite
68,agriculteur
92,ecolier
77,sans_activite
57,militaire
96,agriculteur
32,sans_activite
52,ecolier
62,enseignant
58,agriculteur
61,militaire
75,ouvrier_batiment
0,militaire
12,sans_activite
8,artisant
14,agriculteur
21,militaire
21,artisant
22,employe_prive
89,sans_activite
85,agriculteur
16,sans_activite
47,conducteur
58,employe_prive
95,artisant
53,artisant
91,ecolier
74,ouvrier
3,ecolier
17,enseignant
23,enseignant
61,employe_prive
22,employe_prive
64,commercant
92,agriculteur
22,conducteur
26,sans_activite
18,agriculteur
73,artisant
26,sans_activite
24,employe_prive
47,commercant
50,sans_activite
84,ecolier
16,employe_prive
26,ouvrier_batiment
18,ouvrier_agricole
30,ecolier
83,conducteur
90,conducteur
30,enseignant
95,retraite
6,enseignant
41,conducteur
61,employe_prive
28,ecolier
91,conducteur
28,ouvrier_agricole
85,ouvrier
76,sans_activite
27,commercant
60,enseignant
58,employe_prive
15,employe_prive
19,ouvrier
56,retraite
77,artisant
28,ouvrier
9,enseignant
79,artisant
46,retraite
30,artisant
91,sans_activite
63,retraite
15,employe_prive
77,commercant
30,ouvrier_agricole
60,commercant
91,ecolier
42,ouvrier_batiment
46,sans_activite
59,employe_prive
17,conducteur
29,retraite
68,artisant
19,ouvrier
31,enseignant
36,militaire
15,sans_activite
73,ecolier
89,sans_activite
30,commercant
22,artisant
78,ouvrier_agricole
27,sans_activite
22,ouvrier_agricole
10,sans_activite
28,agriculteur
19,militaire
18,retraite
20,ouvrier_agricole
40,commercant
43,enseignant
77,ouvrier_batiment
80,ouvrier_batiment
76,conducteur
92,agriculteur
1,artisant
18,ouvrier_batiment
64,employe_prive
52,commercant
1,artisant
63,ouvrier
76,ouvrier
100,enseignant
79,enseignant
22,sans_activite
10,ecolier
96,sans_activite
25,artisant
21,enseignant
20,ouvrier_batiment
4,artisant
62,sans_activite
26,commercant
48,artisant
78,commercant
90,ouvrier_batiment
17,conducteur
54,conducteur
87,artisant
21,sans_activite
56,conducteur
91,ecolier
31,ouvrier_batiment
19,sans_activite
15,sans_activite
91,retraite
12,commercant
19,ecolier
22,sans_activite
44,employe_prive
68,agriculteur
42,retraite
19,ouvrier_batiment
33,employe_prive
24,ouvrier_batiment
75,enseignant
58,ouvrier_batiment
89,ecolier
81,conducteur
47,ouvrier_batiment
79,enseignant
18,ouvrier_agricole
30,ouvrier_batiment
36,sans_activite
26,ecolier
79,commercant
72,sans_activite
40,agriculteur
28,ouvrier_agricole
21,employe_prive
16,retraite
97,commercant
26,employe_prive
3,militaire
41,ouvrier_batiment
24,retraite
16,ouvrier_batiment
58,artisant
17,retraite
25,ouvrier_batiment
84,commercant
78,enseignant
71,ouvrier_agricole
53,enseignant
64,retraite
22,artisant
21,conducteur
75,enseignant
90,commercant
23,militaire
79,commercant
22,conducteur
29,enseignant
16,enseignant
59,ouvrier
60,ouvrier
27,retraite
84,ouvrier
6,ouvrier_agricole
78,enseignant
28,employe_prive
16,retraite
1,ouvrier_agricole
86,agriculteur
11,ouvrier_agricole
68,sans_activite
80,conducteur
23,agriculteur
29,ouvrier_batiment
99,artisant
29,enseignant
13,ouvrier
19,retraite
58,sans_activite
56,agriculteur
53,sans_activite
24,sans_activite
56,artisant
18,ouvrier_agricole
16,ecolier
27,militaire
7,retraite
32,ouvrier_batiment
33,artisant
11,commercant
24,ecolier
12,sans_activite
97,artisant
55,conducteur
94,militaire
43,employe_prive
83,retraite
25,ouvrier_batiment
17,agriculteur
25,ecolier
66,sans_activite
86,enseignant
21,commercant
87,sans_activite
57,conducteur
33,militaire
91,conducteur
4,militaire
57,militaire
59,employe_prive
24,sans_activite
30,agriculteur
36,ouvrier_agricole
7,commercant
20,agriculteur
22,retraite
65,commercant
20,agriculteur
86,militaire
26,militaire
73,ouvrier
17,ouvrier_batiment
56,agriculteur
76,employe_prive
73,sans_activite
78,commercant
39,ouvrier
62,enseignant
30,ouvrier
57,employe_prive
62,ouvrier_agricole
28,ouvrier_batiment
25,agriculteur
26,ouvrier
74,sans_activite
17,retraite
22,agriculteur
64,commercant
76,ouvrier_batiment
54,ouvrier_batiment
68,retraite
30,retraite
75,enseignant
7,ecolier
80,retraite
95,enseignant
10,militaire
19,sans_activite
79,employe_prive
16,ouvrier
77,commercant
79,conducteur
80,retraite
93,ouvrier_batiment
28,artisant
0,agriculteur
24,ouvrier_batiment
78,sans_activite
56,agriculteur
72,ouvrier_agricole
49,agriculteur
0,employe_prive
78,agriculteur
52,conducteur
78,ouvrier_agricole
22,conducteur
92,enseignant
56,conducteur
18,sans_activite
53,ouvrier
0,ouvrier_batiment
16,ecolier
29,militaire
78,retraite
36,artisant
33,commercant
19,militaire
24,militaire
21,employe_prive
12,retraite
17,ouvrier_batiment
8,conducteur
56,militaire
18,ecolier
16,militaire
16,enseignant
76,employe_prive
100,ouvrier_batiment
1,sans_activite
19,ecolier
17,enseignant
22,sans_activite
17,agriculteur
88,conducteur
45,ecolier
87,ouvrier_agricole
30,ecolier
17,ouvrier_batiment
6,conducteur
29,enseignant
70,enseignant
47,commercant
55,militaire
76,employe_prive
22,agriculteur
85,agriculteur
64,sans_activite
74,agriculteur
19,ouvrier
10,retraite
21,employe_prive
37,enseignant
19,ouvrier
11,ouvrier_agricole
21,retraite
39,enseignant
6,enseignant
22,employe_prive
27,militaire
25,ecolier
83,artisant
27,ouvrier_batiment
88,sans_activite
94,ouvrier
35,commercant
25,retraite
94,agriculteur
74,agriculteur
29,retraite
25,sans_activite
77,ecolier
27,ecolier
76,sans_activite
27,retraite
18,ouvrier_batiment
27,employe_prive
25,ecolier
15,agriculteur
24,commercant
73,employe_prive
57,conducteur
55,conducteur
30,artisant
68,agriculteur
77,artisant
43,retraite
51,enseignant
22,agriculteur
27,artisant
19,ouvrier_batiment
1,employe_prive
97,ecolier
16,commercant
60,ecolier
28,enseignant
39,retraite
52,ouvrier_batiment
27,ouvrier_agricole
72,retraite
43,employe_prive
85,ecolier
69,commercant
90,enseignant
42,ecolier
28,ouvrier_batiment
16,ecolier
62,ouvrier_batiment
77,ouvrier_agricole
77,enseignant
44,ouvrier_agricole
52,ouvrier_batiment
23,commercant
14,conducteur
85,ouvrier
75,conducteur
64,ouvrier_agricole
27,conducteur
21,militaire
30,enseignant
16,artisant
76,employe_prive
10,agriculteur
63,agriculteur
56,enseignant
93,agriculteur
76,ouvrier_batiment
76,artisant
23,sans_activite
80,agriculteur
87,agriculteur
14,militaire
89,artisant
91,employe_prive
28,conducteur
28,conducteur
70,ouvrier
12,conducteur
80,conducteur
11,conducteur
79,artisant
88,commercant
30,conducteur
80,enseignant
27,sans_activite
42,ecolier
15,ouvrier_agricole
56,ecolier
77,ecolier
23,retraite
36,employe_prive
55,militaire
74,enseignant
64,enseignant
72,ouvrier_batiment
80,ouvrier_agricole
81,ecolier
18,ouvrier_batiment
22,militaire
26,commercant
18,conducteur
82,militaire
16,commercant
18,militaire
77,commercant
55,ouvrier_batiment
20,ouvrier_agricole
57,ouvrier_agricole
25,ecolier
5,enseignant
24,ouvrier
3,ouvrier
63,enseignant
27,militaire
60,commercant
56,commercant
54,sans_activite
89,enseignant
19,ecolier
46,artisant
19,ouvrier
44,ouvrier_batiment
26,ouvrier_agricole
20,ouvrier_batiment
77,ouvrier_agricole
52,retraite
45,ouvrier
44,militaire
29,enseignant
16,employe_prive
100,artisant
47,ecolier
48,ouvrier_batiment
73,sans_activite
17,artisant
58,employe_prive
70,ecolier
19,sans_activite
98,enseignant
18,conducteur
90,artisant
68,ouvrier
7,sans_activite
40,ecolier
61,ecolier
42,enseignant
96,enseignant
0,commercant
61,ouvrier_agricole
29,enseignant
36,agriculteur
8,ouvrier_batiment
46,sans_activite
6,ouvrier_batiment
71,artisant
77,employe_prive
78,sans_activite
16,ouvrier_batiment
89,sans_activite
64,agriculteur
45,ouvrier
66,conducteur
16,ouvrier_agricole
79,conducteur
77,conducteur
89,artisant
92,ecolier
45,conducteur
4,retraite
99,commercant
30,ecolier
79,artisant
1,ecolier
24,militaire
53,commercant
93,agriculteur
75,ouvrier
88,militaire
76,agriculteur
16,ecolier
20,militaire
16,enseignant
80,ouvrier
78,agriculteur
20,conducteur
64,agriculteur
73,employe_prive
59,ouvrier_batiment
18,ecolier
29,sans_activite
16,militaire
56,ouvrier_agricole
21,commercant
29,militaire
25,militaire
19,ouvrier
80,militaire
13,militaire
20,ouvrier_batiment
78,commercant
52,agriculteur
33,ecolier
12,militaire
80,commercant
14,conducteur
80,artisant
57,employe_prive
30,ouvrier
75,employe_prive
99,ecolier
100,agriculteur
89,agriculteur
12,ouvrier
54,conducteur
78,commercant
43,employe_prive
19,enseignant
30,ouvrier_batiment
15,ecolier
89,sans_activite
0,enseignant
51,retraite
19,militaire
42,artisant
50,ouvrier_agricole
81,ouvrier_agricole
17,retraite
27,artisant
8,conducteur
52,ouvrier
38,ecolier
19,artisant
4,retraite
6,agriculteur
18,ecolier
15,artisant
28,ouvrier_agricole
34,militaire
36,conducteur
56,ecolier
20,commercant
3,agriculteur
12,enseignant
64,ouvrier_agricole
61,commercant
76,sans_activite
80,enseignant
89,sans_activite
37,ouvrier_agricole
66,ouvrier_agricole
20,agriculteur
11,enseignant
31,ouvrier_agricole
23,commercant
25,ecolier
22,agriculteur
18,retraite
68,ecolier
96,ouvrier
5,commercant
65,militaire
92,enseignant
79,sans_activite
59,retraite
4,retraite
49,employe_prive
30,commercant
10,sans_activite
26,conducteur
20,ouvrier_batiment
42,ouvrier_batiment
20,ouvrier_batiment
45,commercant
85,ouvrier_agricole
56,sans_activite
76,ouvrier
74,artisant
38,ouvrier_agricole
76,agriculteur
15,sans_activite
59,ouvrier
88,artisant
83,agriculteur
8,ouvrier
23,employe_prive
91,conducteur
88,militaire
9,artisant
76,ecolier
82,ouvrier
90,ouvrier_agricole
79,sans_activite
29,militaire
72,ouvrier_batiment
18,employe_prive
22,artisant
67,commercant
8,ouvrier_agricole
16,employe_prive
29,employe_prive
9,enseignant
28,ouvrier_batiment
90,artisant
81,employe_prive
1,agriculteur
15,artisant
68,militaire
15,ouvrier_batiment
14,militaire
42,enseignant
20,sans_activite
62,sans_activite
9,agriculteur
8,commercant
79,agriculteur
79,ouvrier_agricole
47,retraite
12,commercant
4,sans_activite
52,employe_prive
72,enseignant
20,conducteur
76,enseignant
16,commercant
48,sans_activite
26,artisant
22,militaire
23,militaire
81,commercant
21,retraite
59,artisant
18,agriculteur
79,ouvrier
33,agriculteur
78,commercant
50,conducteur
27,ouvrier
21,ouvrier
56,ouvrier_agricole
30,commercant
24,ouvrier_batiment
21,ecolier
79,ouvrier_batiment
12,conducteur
43,retraite
22,ouvrier_agricole
56,ouvrier
32,militaire
65,ouvrier_batiment
78,artisant
52,militaire
19,ouvrier_batiment
62,ouvrier_batiment
76,employe_prive
11,conducteur
84,employe_prive
73,artisant
56,artisant
80,artisant
24,retraite
1,retraite
26,militaire
37,retraite
55,sans_activite
19,enseignant
28,artisant
100,militaire
89,agriculteur
19,enseignant
21,ouvrier_agricole
51,ouvrier_batiment
51,employe_prive
57,agriculteur
86,artisant
50,artisant
18,ouvrier_agricole
67,ecolier
8,enseignant
50,ouvrier_batiment
56,retraite
64,militaire
63,ouvrier_agricole
55,enseignant
20,sans_activite
24,conducteur
26,militaire
17,ecolier
92,sans_activite
83,conducteur
79,sans_activite
28,ouvrier_agricole
24,employe_prive
28,ouvrier_batiment
27,retraite
24,artisant
79,artisant
67,agriculteur
77,ouvrier
15,conducteur
76,ouvrier_batiment
23,commercant
18,ecolier
18,artisant
23,sans_activite
66,ecolier
19,enseignant
69,commercant
85,conducteur
24,ecolier
25,sans_activite
55,commercant
30,commercant
6,enseignant
77,conducteur
71,enseignant
73,ouvrier_agricole
35,ecolier
73,ouvrier
82,employe_prive
47,militaire
30,militaire
58,ouvrier_batiment
30,ouvrier_batiment
61,commercant
47,agriculteur
18,sans_activite
78,sans_activite
66,sans_activite
23,employe_prive
63,agriculteur
25,ouvrier_agricole
25,artisant
48,employe_prive
38,ouvrier_batiment
20,militaire
23,ecolier
66,conducteur
60,ecolier
28,ecolier
80,retraite
80,militaire
63,enseignant
78,militaire
47,employe_prive
59,agriculteur
32,agriculteur
19,ouvrier_agricole
30,artisant
25,militaire
1,ouvrier_batiment
78,commercant
42,sans_activite
99,militaire
54,ouvrier_batiment
18,conducteur
79,retraite
52,enseignant
15,retraite
89,artisant
64,militaire
41,agriculteur
3,ouvrier
77,enseignant
19,retraite
37,ecolier
81,militaire
27,retraite
53,agriculteur
25,enseignant
29,ouvrier_batiment
64,employe_prive
73,artisant
61,ouvrier_batiment
29,ouvrier_batiment
3,ecolier
16,conducteur
55,conducteur
27,enseignant
1,ouvrier_batiment
30,artisant
2,militaire
77,ecolier
78,retraite
8,ouvrier_batiment
18,ouvrier_batiment
77,ouvrier_batiment
79,employe_prive
19,artisant
16,commercant
70,sans_activite
82,enseignant
21,conducteur
29,conducteur
20,enseignant
13,militaire
89,ouvrier
57,commercant
78,ouvrier
56,militaire
62,artisant
77,retraite
18,commercant
70,ecolier
16,ouvrier_batiment
58,commercant
98,artisant
38,commercant
67,conducteur
51,militaire
26,ouvrier_batiment
100,ouvrier_agricole
13,agriculteur
27,employe_prive
1,sans_activite
27,commercant
28,conducteur
93,ouvrier_agricole
23,retraite
61,employe_prive
5,commercant
57,ouvrier_agricole
57,employe_prive
37,militaire
77,sans_activite
57,sans_activite
1,ouvrier_batiment
76,ecolier
60,militaire
26,sans_activite
80,retraite
17,artisant
30,commercant
59,ouvrier_agricole
28,agriculteur
53,ouvrier
35,artisant
5,militaire
24,artisant
24,sans_activite
12,artisant
45,employe_prive
20,conducteur
73,sans_activite
29,ouvrier
30,sans_activite
46,ouvrier_agricole
20,enseignant
21,conducteur
90,ouvrier_agricole
35,ecolier
19,ouvrier_batiment
61,retraite
26,retraite
80,employe_prive
58,commercant
29,commercant
77,commercant
2,ouvrier_agricole
62,ouvrier_batiment
18,enseignant
17,commercant
56,artisant
80,retraite
40,retraite
57,agriculteur
27,commercant
76,employe_prive
26,conducteur
10,ouvrier_agricole
49,commercant
7,commercant
28,commercant
95,ouvrier_batiment
16,militaire
16,sans_activite
18,agriculteur
10,ouvrier
71,employe_prive
8,ouvrier_batiment
17,ouvrier_batiment
94,employe_prive
53,retraite
93,militaire
24,commercant
50,employe_prive
27,commercant
80,militaire
76,militaire
43,artisant
20,commercant
25,employe_prive
53,retraite
22,ouvrier
80,militaire
57,retraite
60,artisant
26,sans_activite
54,ouvrier
60,retraite
19,ecolier
19,ouvrier_agricole
18,retraite
40,agriculteur
18,ecolier
27,sans_activite
41,retraite
77,commercant
51,employe_prive
76,ouvrier_agricole
21,conducteur
96,ouvrier_batiment
20,retraite
79,ecolier
28,employe_prive
8,enseignant
99,ecolier
66,retraite
24,artisant
52,ecolier
100,agriculteur
76,sans_activite
80,sans_activite
78,ouvrier_batiment
58,employe_prive
82,ouvrier_batiment
31,enseignant
59,ecolier
79,artisant
73,agriculteur
22,commercant
44,conducteur
35,ouvrier
59,employe_prive
8,militaire
90,artisant
73,ouvrier_batiment
28,ouvrier
78,ouvrier_agricole
4,ouvrier
18,commercant
5,commercant
19,employe_prive
65,employe_prive
67,enseignant
77,employe_prive
87,commercant
24,ouvrier_batiment
52,ecolier
6,ouvrier_batiment
64,commercant
90,employe_prive
34,militaire
27,employe_prive
30,conducteur
36,enseignant
23,agriculteur
83,retraite
76,commercant
18,agriculteur
77,ouvrier
80,commercant
70,ouvrier_batiment
76,employe_prive
83,ouvrier_batiment
6,employe_prive
24,ouvrier_agricole
28,ouvrier_agricole
23,ouvrier_batiment
14,employe_prive
26,conducteur
0,ouvrier
92,ecolier
57,artisant
5,artisant
5,ouvrier_batiment
80,enseignant
18,retraite
77,ouvrier_batiment
16,artisant
66,agriculteur
42,militaire
73,conducteur
60,commercant
19,agriculteur
14,enseignant
97,retraite
22,enseignant
59,agriculteur
80,retraite
4,commercant
21,ouvrier
34,employe_prive
55,sans_activite
30,ouvrier_agricole
89,ouvrier_batiment
94,enseignant
5,ouvrier
76,enseignant
60,ouvrier
51,conducteur
71,retraite
24,sans_activite
24,sans_activite
68,agriculteur
64,ouvrier
96,retraite
88,artisant
79,ouvrier
80,conducteur
15,artisant
56,militaire
81,conducteur
9,retraite
18,retraite
8,ecolier
28,agriculteur
79,militaire
46,commercant
98,conducteur
1,artisant
29,agriculteur
17,militaire
77,sans_activite
16,commercant
74,ouvrier_agricole
79,employe_prive
58,retraite
21,sans_activite
20,retraite
29,employe_prive
27,employe_prive
16,employe_prive
69,artisant
77,ouvrier
14,conducteur
30,sans_activite
83,ouvrier_batiment
97,sans_activite
32,employe_prive
99,ouvrier_agricole
27,artisant
68,artisant
71,artisant
79,conducteur
56,militaire
27,retraite
76,artisant
79,ecolier
8,agriculteur
23,ouvrier_batiment
17,agriculteur
52,sans_activite
29,employe_prive
10,employe_prive
64,retraite
95,ouvrier
15,commercant
85,enseignant
78,ouvrier
6,ecolier
27,conducteur
46,conducteur
53,ecolier
76,ecolier
54,ouvrier_agricole
67,ecolier
29,agriculteur
76,commercant
17,employe_prive
58,sans_activite
19,sans_activite
20,ouvrier_agricole
48,agriculteur
23,militaire
8,ouvrier_agricole
7,militaire
9,artisant
67,militaire
52,ouvrier_batiment
54,commercant
49,employe_prive
4,ecolier
96,sans_activite
50,retraite
70,enseignant
30,conducteur
76,retraite
64,ouvrier_batiment
24,retraite
80,ouvrier_batiment
96,ouvrier_batiment
29,commercant
86,retraite
29,commercant
76,ouvrier
17,agriculteur
52,conducteur
45,ecolier
76,sans_activite
16,retraite
0,militaire
17,retraite
16,militaire
29,conducteur
38,employe_prive
29,artisant
52,ouvrier
79,commercant
20,employe_prive
77,commercant
24,artisant
7,militaire
80,ouvrier
26,conducteur
47,employe_prive
18,employe_prive
30,ouvrier
19,employe_prive
80,conducteur
69,sans_activite
19,ouvrier_batiment
30,ouvrier_agricole
59,commercant
76,artisant
21,sans_activite
15,conducteur
53,ouvrier
25,artisant
39,retraite
33,conducteur
60,artisant
41,commercant
16,sans_activite
86,ouvrier
53,ouvrier_batiment
25,commercant
43,ouvrier_agricole
26,retraite
16,militaire
53,ecolier
84,retraite
71,enseignant
26,retraite
3,conducteur
30,employe_prive
23,agriculteur
62,commercant
79,ouvrier_agricole
24,artisant
100,enseignant
60,sans_activite
27,ecolier
22,employe_prive
16,ouvrier_batiment
65,sans_activite
76,enseignant
76,employe_prive
49,ecolier
1,sans_activite
17,artisant
30,enseignant
28,sans_activite
26,enseignant
57,artisant
2,ouvrier_batiment
30,commercant
71,ouvrier_batiment
8,employe_prive
62,ouvrier
25,commercant
54,commercant
22,enseignant
18,militaire
77,conducteur
21,enseignant
29,agriculteur
94,enseignant
16,ecolier
75,enseignant
21,sans_activite
68,commercant
1,employe_prive
78,militaire
35,militaire
26,agriculteur
48,enseignant
78,militaire
85,employe_prive
78,ouvrier_batiment
34,retraite
95,retraite
38,ecolier
29,artisant
25,employe_prive
72,retraite
85,militaire
83,ouvrier_agricole
93,artisant
83,conducteur
16,enseignant
18,conducteur
57,ouvrier_agricole
68,commercant
26,retraite
68,retraite
80,artisant
23,ouvrier_batiment
27,agriculteur
24,retraite
15,militaire
93,conducteur
16,conducteur
40,artisant
91,conducteur
16,ouvrier_agricole
66,militaire
0,ouvrier_agricole
90,enseignant
67,enseignant
0,ouvrier_agricole
93,conducteur
100,artisant
29,conducteur
20,ouvrier_agricole
69,employe_prive
76,commercant
45,enseignant
79,ouvrier_agricole
84,ouvrier_batiment
92,commercant
12,conducteur
40,ecolier
69,ouvrier
19,commercant
19,sans_activite
77,ecolier
67,ecolier
66,enseignant
75,employe_prive
77,enseignant
88,ouvrier_agricole
16,employe_prive
30,employe_prive
73,agriculteur
21,employe_prive
23,conducteur
7,employe_prive
70,ouvrier_agricole
23,agriculteur
16,ouvrier
94,ouvrier
77,sans_activite
18,conducteur
13,sans_activite
39,conducteur
16,agriculteur
22,militaire
13,ouvrier_batiment
74,commercant
59,ouvrier_batiment
12,conducteur
55,conducteur
100,ouvrier
87,ouvrier_agricole
90,ouvrier_batiment
97,employe_prive
85,conducteur
24,conducteur
22,enseignant
80,conducteur
28,sans_activite
54,ecolier
27,employe_prive
29,sans_activite
2,ouvrier_agricole
78,retraite
86,artisant
1,ecolier
29,ouvrier_batiment
89,ecolier
56,ecolier
5,ecolier
3,sans_activite
72,sans_activite
11,sans_activite
90,sans_activite
76,artisant
65,employe_prive
93,employe_prive
22,conducteur
73,commercant
84,ouvrier
7,ecolier
89,sans_activite
27,enseignant
39,sans_activite
27,artisant
83,ecolier
69,enseignant
76,employe_prive
91,retraite
93,commercant
30,ouvrier_agricole
25,militaire
46,artisant
26,ouvrier_agricole
19,ouvrier
18,enseignant
70,ouvrier_agricole
16,ouvrier_agricole
68,sans_activite
46,sans_activite
39,employe_prive
85,militaire
16,agriculteur
95,employe_prive
22,ouvrier_agricole
85,commercant
32,commercant
19,sans_activite
60,agriculteur
22,ouvrier_agricole
30,conducteur
22,conducteur
24,agriculteur
29,sans_activite
58,enseignant
89,employe_prive
16,ouvrier_batiment
64,enseignant
43,artisant
13,employe_prive
17,ouvrier_batiment
70,militaire
76,conducteur
29,ouvrier_agricole
17,agriculteur
27,ouvrier_agricole
21,retraite
62,commercant
24,ouvrier_agricole
0,ouvrier
77,ouvrier_batiment
93,commercant
19,ecolier
76,commercant
12,ouvrier
42,agriculteur
76,employe_prive
15,artisant
79,ecolier
23,artisant
76,retraite
25,enseignant
3,ouvrier_batiment
54,agriculteur
78,militaire
18,ouvrier
84,commercant
25,ecolier
24,ouvrier_agricole
20,militaire
70,conducteur
63,ouvrier_agricole
85,ecolier
73,employe_prive
75,agriculteur
88,ouvrier
24,conducteur
52,retraite
25,ouvrier
18,sans_activite
23,employe_prive
51,retraite
29,ecolier
37,retraite
30,militaire
80,artisant
24,ecolier
25,retraite
79,artisant
10,sans_activite
48,agriculteur
45,ouvrier
30,retraite
27,agriculteur
94,ouvrier_agricole
63,conducteur
62,sans_activite
77,militaire
53,ecolier
79,sans_activite
92,sans_activite
26,conducteur
23,artisant
27,agriculteur
5,agriculteur
22,employe_prive
16,commercant
27,militaire
20,ecolier
20,commercant
21,ouvrier_batiment
28,artisant
27,ouvrier
21,ouvrier
19,employe_prive
79,ouvrier_batiment
30,sans_activite
15,ouvrier_batiment
57,ouvrier
73,enseignant
92,agriculteur
50,commercant
76,ouvrier_agricole
73,artisant
79,employe_prive
50,militaire
30,ecolier
80,ouvrier_agricole
28,ouvrier_batiment
90,agriculteur
19,artisant
30,ouvrier_agricole
26,ouvrier_batiment
93,ecolier
29,commercant
57,commercant
44,ouvrier
90,retraite
19,conducteur
83,ouvrier_agricole
17,militaire
24,sans_activite
88,artisant
3,militaire
11,ecolier
78,commercant
39,militaire
65,ouvrier_agricole
42,ecolier
2,sans_activite
21,ouvrier_batiment
78,conducteur
72,agriculteur
80,retraite
79,agriculteur
20,ouvrier
26,retraite
68,commercant
72,retraite
27,conducteur
23,ouvrier_batiment
54,enseignant
44,ouvrier_batiment
25,conducteur
29,employe_prive
14,ecolier
30,conducteur
21,militaire
55,conducteur
91,conducteur
30,enseignant
76,employe_prive
2,employe_prive
13,commercant
71,ouvrier_agricole
21,ouvrier_agricole
59,conducteur
6,sans_activite
21,commercant
12,militaire
38,sans_activite
37,enseignant
89,militaire
29,retraite
16,sans_activite
64,ouvrier
52,ecolier
25,enseignant
17,employe_prive
19,ouvrier_agricole
34,ecolier
29,sans_activite
44,militaire
22,retraite
20,ouvrier
90,agriculteur
51,militaire
72,sans_activite
54,sans_activite
57,ouvrier_batiment
71,commercant
64,militaire
74,enseignant
85,employe_prive
57,militaire
49,employe_prive
22,commercant
18,artisant
62,conducteur
65,militaire
28,conducteur
90,agriculteur
61,conducteur
23,militaire
4,sans_activite
79,ouvrier_batiment
29,ouvrier
12,sans_activite
51,ouvrier_batiment
87,enseignant
20,sans_activite
86,commercant
60,agriculteur
87,enseignant
41,artisant
80,conducteur
97,ecolier
68,sans_activite
6,ouvrier_batiment
18,employe_prive
17,agriculteur
13,retraite
55,commercant
9,ouvrier_agricole
61,militaire
78,employe_prive
78,militaire
41,artisant
68,conducteur
30,ecolier
33,enseignant
53,ouvrier_batiment
21,ouvrier
30,ecolier
50,artisant
19,sans_activite
97,ecolier
24,retraite
31,ouvrier
71,conducteur
92,enseignant
70,commercant
54,employe_prive
21,ecolier
62,artisant
67,artisant
30,retraite
47,agriculteur
17,employe_prive
73,employe_prive
79,militaire
9,conducteur
3,enseignant
97,agriculteur
64,sans_activite
74,militaire
3,militaire
